Response ID,Start Date,End Date,Status,Progress,Duration (in seconds),Finished,Recorded Date,Distribution Channel,User Language,Email,Business Name,Region,Business Size,Annual Revenue Band,Years in Business,Machine Count,Primary Business Model,Customer Mix,Current Pricing Method,Price Review Frequency,Q1: Calculate production/material cost before quoting,"Q2: Include thread, stabilizer, waste, and overhead in price",Q3: Track hands-on embroidery labor time,"Q4: Include admin, artwork, proofing, and customer time",Q5: Set intended profit target before pricing,Q6: Review margin after job completion,Q7: Adjust pricing for rush work or full schedule,Q8: Use capacity/backlog pressure in pricing decisions,"Q9: Consider customer value/use case, not only stitch count",Q10: Can explain price based on value delivered,Open Comment,_simulated_raw_issue
R_PD_000219,"Apr 16, 2026 09:03 AM","Apr 16, 2026 09:08 AM",IP Address,100,279,Complete,2026-04-16 09:09:15,email,en-US,sales@silverbrandinggroup.example,Silver Branding Group,South,one-person shop,Under $50k,9 yrs,1,Custom embroidery,Mostly consumers,gut feel,never,No consistent process,Depends on the job,Partially,I don't track this,I don't track this,Partially,I usually guess,Not yet,I usually guess,No consistent process,,clean
R_PD_000220,"Feb 23, 2026 12:12 PM",02/23/2026 12:16,IP Address,100,242,True,2026-02-23 12:17:46,email,en-US,info@maplemonogramsshop.example,Maple Monograms Shop,South,over 25,1M+,19 yrs,15-head,Team/school spiritwear,Contract/B2B,custom quote,every year,Sometimes,"Yes, documented",We use a calculator/spreadsheet,Sometimes,For larger jobs only,Depends on the job,Rough estimate,I have a basic spreadsheet,Built into our quote process,Sometimes,Rush jobs are where we get into trouble.,clean
R_PD_000221,2026-05-11 01:04:24,05/11/2026 01:05,IP Address,100,60,Y,2026-05-11T01:06:03Z,social,en-US,contact@hoopteamwearshop.example,Hoop Teamwear Shop,West,2-5 employees,$100k-$250k,0 yrs,3 machines,Decorated apparel,Mostly consumers,match local shops,once a year,I have a basic spreadsheet,Sometimes,Not really,Sometimes,No,Partially,Depends on the job,No consistent process,Partially,I don't track this,Rush jobs are where we get into trouble.,clean
R_PD_000222,02/19/2026 23:51,02/19/26 11:55 PM,IP Address,100,236,Complete,2026-02-19T23:55:39Z,anonymous,English,owner0@summitapparelllc.example,Summit Apparel LLC,South,me + 2,About $100k-$250k,13,5-head,Decorated apparel,Mixed,materials + markup,when I remember,Depends on the job,I don't track this,Sometimes,I have a basic spreadsheet,For larger jobs only,Partially,Partially,I don't track this,Partially,For larger jobs only,,clean
R_PD_000223,"May 26, 2026 01:47 AM",05/26/26 01:57 AM,IP Address,100,573,TRUE,05/26/2026 01:57,anonymous,EN,info@heritagethreadsstudio.example,Heritage Threads Studio,Midwest,Solo,Under $50k,about 8,1-head,Custom embroidery,Contract/B2B,gut feel,when I remember,Not really,No,No,Not yet,No,Not really,I usually guess,Not yet,Not yet,No,Rush jobs are where we get into trouble.,clean
R_PD_000224,"Apr 18, 2026 10:12 AM",2026-04-18T10:19:37Z,IP Address,100,427,TRUE,04/18/26 10:20 AM,anonymous,en-US,contact@lakesidemonogramscompa.example,Lakeside Monograms Company,South,larger shop,$1M+,more than 20,15 heads,Mixed services,Mostly consumers,job costing,as needed,Yes,We review and adjust,We use a calculator/spreadsheet,Always,We use a calculator/spreadsheet,Yes,Always,Always,We use a calculator/spreadsheet,We use a calculator/spreadsheet,We are trying to stop undercharging.,clean
R_PD_000225,2026-03-01T17:03:32Z,"Mar 01, 2026 05:12 PM",IP Address,100,554,TRUE,2026-03-01T17:12:54Z,anonymous,en-US,owner@mainstreetcustomsgroup.example,MAIN STREET CUSTOMS GROUP,West,2 to 5 employees,About $50k-$100k,13 yrs,3 machines,Promotional products,,cost+margin,annually,I have a basic spreadsheet,We review and adjust,Depends on the job,Sometimes,Partially,Partially,Partially,Sometimes,Partially,Sometimes,Rush jobs are where we get into trouble.,clean
R_PD_000226,2026-05-22 14:33:12,05/22/2026 14:45,IP Address,100,739,TRUE,2026-05-22 14:46:39,newsletter,EN,hello4@redbarnteamweargroup.example,Red Barn Teamwear Group,South,6-10 employees,About $500k-$1M,7 yrs,6,,Contract/B2B,costing worksheet,annually,Yes,Built into our quote process,,I have a basic spreadsheet,Yes,"Yes, documented",Depends on the job,Built into our quote process,"Yes, documented",We use a calculator/spreadsheet,Rush jobs are where we get into trouble.,clean
R_PD_000227,2026-05-19T15:56:49Z,05/19/2026 16:10,IP Address,100,794,True,"May 19, 2026 04:10 PM",email,English,QUOTES@BLUERIDGESTITCHCO.EXAMPLE,Blue Ridge Stitch Co.,Northeast,Solo,$50k-$100k,2 years,2 heads,Promotional products,Small business/local orgs,based on customer value,only when vendors raise prices,We review and adjust,For larger jobs only,Always,We use a calculator/spreadsheet,Partially,Partially,Rough estimate,Sometimes,Yes,Built into our quote process,We are trying to stop undercharging.,clean
R_PD_000228,04/20/26 09:22 AM,2026-04-20T09:33:29Z,IP Address,100,652,Y,"Apr 20, 2026 09:34 AM",email,English,quotes6@blueridgethreadscompan.example,Blue Ridge Threads Company,West,3 employees,Prefer not to say,about 11,2 heads,Custom embroidery,Mixed,what competitors charge,never,I don't track this,No,I don't track this,Not really,No,No,No consistent process,I usually guess,Not really,Rough estimate,We are trying to stop undercharging.,clean
R_PD_000229,2026-05-01 13:45:32,05/01/2026 13:50,IP Address,100,279,Y,05/01/26 01:50 PM,social,English,hello0@magnoliacustomsshop.example,Magnolia Customs Shop,Northeast,owner only,Under $50k,about 1,1 heads,Custom embroidery,Schools/teams,custom quote,before every quote,I usually guess,Not yet,I don't track this,No consistent process,Not yet,Not yet,No,No consistent process,Not yet,Depends on the job,Pricing is the hardest part of the business.,clean
R_PD_000230,05/22/26 02:11 PM,"May 22, 2026 02:15 PM",IP Address,100,261,Y,"May 22, 2026 02:16 PM",email,en-US,contact@oakmonogramsshop.example,Oak Monograms Shop,West,6-10,500k-1M,13,5-head,Decorated apparel,Small business/local orgs,hybrid,every year,Yes,We use a calculator/spreadsheet,We use a calculator/spreadsheet,Built into our quote process,Always,"Yes, documented",Partially,Built into our quote process,We review and adjust,Sometimes,I need a better way to account for setup time.,clean
R_PD_000231,05/27/26 09:33 AM,2026-05-27 09:47:31,IP Address,100,857,True,05/27/26 09:47 AM,anonymous,en-US,owner@stitchlogoshopshop.example,Stitch Logo Shop Shop,South,me + 2,Under $50k,5 yrs,2,Decorated apparel,Mixed,cost plus,yearly,Yes,We review and adjust,Depends on the job,Rough estimate,Rough estimate,Sometimes,For larger jobs only,For larger jobs only,I have a basic spreadsheet,We use a calculator/spreadsheet,Most customers compare us by stitch count.,clean
R_PD_000232,"Apr 20, 2026 06:22 AM","Apr 20, 2026 06:32 AM",IP Address,100,562,TRUE,2026-04-20T06:33:45Z,email,EN,sales@mapledigitizingllc.example,Maple Digitizing LLC,West,just me,About $500k-$1M,about 27,3,Contract embroidery,Schools/teams,hourly,when I remember,Depends on the job,I have a basic spreadsheet,Rough estimate,No,No consistent process,For larger jobs only,Not really,Not really,I don't track this,For larger jobs only,Most customers compare us by stitch count.,clean
R_PD_000233,"Mar 09, 2026 03:22 PM",03/09/2026 15:28,IP Address,100,375,TRUE,03/09/2026 15:29,social,en-US,office@goldenmonogramsgroup.example,Golden Monograms Group,West,1,Under $50k,since 2014,2-head,Team/school spiritwear,Mixed,what competitors charge,when I remember,Depends on the job,Depends on the job,Depends on the job,Partially,For larger jobs only,I usually guess,No consistent process,Not yet,Sometimes,No,I need a better way to account for setup time.,clean
R_PD_000234,04/26/26 06:38 PM,2026-04-26T18:46:09Z,IP Address,100,463,TRUE,04/26/26 06:46 PM,anonymous,EN,info5@redbarnworksshop.example,Red Barn Works Shop,Northeast,mid-size shop,$1m+,16 years,3 heads,Custom embroidery,Mostly consumers,cost+margin,every year,"Yes, documented",Partially,Partially,,Rough estimate,Partially,Rough estimate,Rough estimate,Not really,Rough estimate,I need a better way to account for setup time.,clean
R_PD_000235,2026-04-05 21:18:03,04/05/2026 21:23,IP Address,100,311,True,2026-04-05 21:23:28,email,en-US,hello@prairiedecoratedgoodss.example,Prairie Decorated Goods Shop,Midwest,one-person shop,Prefer not to say,13,1 machines,,Mixed,value based,yearly,Rough estimate,Built into our quote process,We use a calculator/spreadsheet,For larger jobs only,For larger jobs only,We use a calculator/spreadsheet,We review and adjust,I have a basic spreadsheet,I have a basic spreadsheet,We review and adjust,Pricing is the hardest part of the business.,clean
R_PD_000236,2026-05-19T01:35:08Z,05/19/2026 01:43,IP Address,100,519,TRUE,2026-05-19 01:43:47,newsletter,English,info@lakesidecreativellc.example,Lakeside Creative LLC,West,2-5,50k-100k,19 yrs,4,Custom embroidery,Small business/local orgs,what the job is worth,once a year,Built into our quote process,We use a calculator/spreadsheet,Yes,Yes,Yes,We review and adjust,Built into our quote process,I have a basic spreadsheet,"Yes, documented",We use a calculator/spreadsheet,,clean
R_PD_000237,2026-02-26T17:20:07Z,02/26/26 05:29 PM,IP Address,100,551,Complete,02/26/2026 17:30,newsletter,en-US,info1@riverworkscollective.example,River Works Collective,South,solo,$50k-$100k,about 4,one,Mixed services,Contract/B2B,custom quote,only when vendors raise prices,No consistent process,Rough estimate,Not really,Not yet,Partially,No,I usually guess,No consistent process,Partially,No consistent process,Pricing is the hardest part of the business.,clean
R_PD_000238,2026-02-11 03:04:07,02/11/2026 03:09,IP Address,100,344,Y,2026-02-11T03:11:14Z,email,EN,quotes@sunrisedecoratedgoods.example,Sunrise Decorated Goods,South,1,,about 8,1,Custom embroidery,Small business/local orgs,gut feel,as needed,Yes,Depends on the job,Depends on the job,Depends on the job,Rough estimate,Sometimes,I don't track this,Depends on the job,Depends on the job,Not yet,I need a better way to account for setup time.,clean
R_PD_000239,05/31/26 05:00 PM,05/31/26 05:14 PM,IP Address,100,840,Y,"May 31, 2026 05:15 PM",email,EN,office@brightcreativecompany.example,Bright Creative Company,Northeast,me + 2,About $500k-$1M,about 11,3,Custom embroidery,Mixed,calculator,every year,Depends on the job,"Yes, documented",I have a basic spreadsheet,Built into our quote process,Always,Sometimes,Depends on the job,We use a calculator/spreadsheet,"Yes, documented",Partially,We are trying to stop undercharging.,clean
R_PD_000240,2026-03-24 06:35:26,03/24/26 06:40 AM,IP Address,100,322,Y,03/24/2026 06:41,social,en-US,OWNER@URBANMONOGRAMSLLC.EXAMPLE,Urban Monograms LLC,South,mid-size shop,About $50k-$100k,27,12 heads,Promotional products,Small business/local orgs,value based,annually,Always,Yes,Built into our quote process,Yes,Yes,"Yes, documented",I have a basic spreadsheet,Yes,Built into our quote process,We use a calculator/spreadsheet,Pricing is the hardest part of the business.,clean
R_PD_000241,"Mar 17, 2026 04:00 PM","Mar 17, 2026 04:13 PM",IP Address,100,733,Y,03/17/2026 16:14,anonymous,English,quotes@bobbinteamwearllc.example,Bobbin Teamwear LLC,West,Solo,About $100k-$250k,13,2-head,Team/school spiritwear,,cost+margin,every year,Rough estimate,Yes,I have a basic spreadsheet,Yes,Partially,Sometimes,Partially,Sometimes,We review and adjust,Depends on the job,Most customers compare us by stitch count.,clean
R_PD_000242,2026-03-29 15:01:57,2026-03-29 15:11:17,IP Address,100,560,Complete,"Mar 29, 2026 03:12 PM",social,EN,hello@sunrisewearablescompan.example,Sunrise Wearables Company,Canada/Other,1,,1 years,2,Decorated apparel,Schools/teams,calculator,each quarter,"Yes, documented",Rough estimate,I have a basic spreadsheet,I have a basic spreadsheet,Partially,Rough estimate,For larger jobs only,"Yes, documented",I have a basic spreadsheet,For larger jobs only,Pricing is the hardest part of the business.,clean
R_PD_000243,2026-05-21 17:27:51,05/21/2026 17:40,IP Address,100,739,TRUE,2026-05-21T17:41:09Z,anonymous,English,info0@stitchstitchcocollecti.example,Stitch Stitch Co. Collective,South,small team,About $500k-$1M,11 yrs,single head,Custom embroidery,Corporate/commercial,depends,every year,"Yes, documented",Always,Yes,We use a calculator/spreadsheet,Depends on the job,Depends on the job,Sometimes,For larger jobs only,For larger jobs only,Partially,Most customers compare us by stitch count.,clean
R_PD_000244,"May 19, 2026 08:27 PM",2026-05-19T20:33:04Z,IP Address,100,334,TRUE,"May 19, 2026 08:33 PM",newsletter,en-US,info@oakworkscompany.example,Oak Works Company,West,owner only,$250k-$500k,5 years,3 machines,Custom embroidery,Mixed,cost based,,Partially,We use a calculator/spreadsheet,I have a basic spreadsheet,No consistent process,Rough estimate,Rough estimate,Depends on the job,Sometimes,Partially,Depends on the job,,clean
R_PD_000245,05/03/26 06:08 PM,2026-05-03T18:21:14Z,IP Address,100,789,TRUE,05/03/2026 18:22,email,en-US,office@luckyprintstitchllc.example,Lucky Print & Stitch LLC,Midwest,about 15,$50k-$100k,1,8 heads,Contract embroidery,Mixed,cost based,every year,We review and adjust,Always,For larger jobs only,I have a basic spreadsheet,For larger jobs only,Partially,Sometimes,Always,Yes,We use a calculator/spreadsheet,,clean
R_PD_000246,2026-05-09 19:50:30,2026-05-09 19:55:48,IP Address,100,318,True,05/09/2026 19:56,anonymous,English,owner@hoopdecoratedgoodsllc.example,Hoop Decorated Goods LLC,Midwest,3 employees,$500k-$1M,about 0,10+,Mixed services,Mostly consumers,stitch count,only when vendors raise prices,I have a basic spreadsheet,Depends on the job,We review and adjust,Partially,Rough estimate,For larger jobs only,Rough estimate,Sometimes,I have a basic spreadsheet,Sometimes,,clean
R_PD_000247,04/18/2026 06:16,"Apr 18, 2026 06:30 AM",IP Address,100,801,Complete,2026-04-18T06:31:04Z,newsletter,English,hello5@cedarteamweargroup.example,Cedar Teamwear Group,South,solo,500k-1M,8,1-head,Mixed services,Corporate/commercial,market rate,never,No,I have a basic spreadsheet,No consistent process,Not really,No consistent process,I usually guess,Not really,I don't track this,No,Depends on the job,,clean
R_PD_000248,2026-03-18T20:24:03Z,2026-03-18 20:32:41,IP Address,100,518,Complete,03/18/2026 20:33,social,EN,contact+nnep@sunrisethreadsllc.example,Sunrise Threads LLC,Midwest,over 25,100k-250k,19 years,8 machines,Custom embroidery,Schools/teams,cost+margin,every year,Built into our quote process,We review and adjust,Always,We review and adjust,"Yes, documented","Yes, documented",Built into our quote process,Rough estimate,We review and adjust,Sometimes,Most customers compare us by stitch count.,clean
R_PD_000249,2026-02-11T04:09:00Z,2026-02-11T04:21:48Z,IP Address,100,768,TRUE,2026-02-11 04:23:18,email,en-US,contact@bobbinbrandingllc.example,Bobbin Branding LLC,West,6 to 10,$500k-$1m,33 years,5 machines,Custom embroidery,Small business/local orgs,hybrid,annually,Built into our quote process,Built into our quote process,We review and adjust,Yes,"Yes, documented",We review and adjust,We review and adjust,"Yes, documented",Always,Yes,Rush jobs are where we get into trouble.,clean
R_PD_000250,2026-05-02 08:46:21,"May 02, 2026 08:55 AM",IP Address,100,546,Y,2026-05-02T08:56:05Z,newsletter,English,sales@stitchembroiderygroup.example,STITCH EMBROIDERY GROUP,West,over 25,$1M+,1,12,Custom embroidery,Small business/local orgs,cost based,every few months,We use a calculator/spreadsheet,We use a calculator/spreadsheet,"Yes, documented",We use a calculator/spreadsheet,We use a calculator/spreadsheet,"Yes, documented",We review and adjust,We review and adjust,Always,"Yes, documented",Pricing is the hardest part of the business.,clean
R_PD_000251,2026-04-22T03:05:06Z,04/22/26 03:15 AM,IP Address,100,643,True,2026-04-22T03:16:38Z,web,English,office @ prairiedecoratedgoods.example,Prairie Decorated Goods,South,owner only,About $100k-$250k,about 2,1 heads,Team/school spiritwear,Mostly consumers,market rate,,Partially,,Not yet,For larger jobs only,Not yet,Depends on the job,I usually guess,Not yet,Sometimes,Sometimes,Most customers compare us by stitch count.,clean
R_PD_000252,02/15/2026 13:01,2026-02-15 13:10:53,IP Address,100,545,True,02/15/2026 13:11,newsletter,en-US,info4@lakesidedesigns.example,Lakeside Designs,Midwest,2-5 employees,About $1M+,13 yrs,1-head,Contract embroidery,Contract/B2B,time based,,Rough estimate,I don't track this,No,Not really,Not yet,Not really,I don't track this,I don't track this,I don't track this,No,Most customers compare us by stitch count.,clean
R_PD_000253,"May 26, 2026 04:50 PM",2026-05-26 16:59:39,IP Address,100,558,Y,2026-05-26 17:00:09,web,en-US,contact@silverbrandingcompany.example,Silver Branding Company,South,solo,About $500k-$1M,15 years,1-head,Mixed services,Mixed,what the job is worth,as needed,For larger jobs only,Partially,Built into our quote process,I have a basic spreadsheet,Partially,Rough estimate,Partially,Yes,For larger jobs only,"Yes, documented",Rush jobs are where we get into trouble.,clean
R_PD_000254,02/04/2026 06:25,2026-02-04T06:36:04Z,IP Address,100,640,Y,2026-02-04T06:36:19Z,anonymous,EN,owner@cedarcustomsshop.example,Cedar Customs Shop,South,Solo,About Under $50k,13 yrs,single head,Mixed services,Mixed,hourly,annually,"Yes, documented",For larger jobs only,Partially,"Yes, documented",We use a calculator/spreadsheet,Sometimes,For larger jobs only,Partially,We review and adjust,I have a basic spreadsheet,Rush jobs are where we get into trouble.,clean
