respondent_id,business_name_clean,canonical_email,email_hash,region,business_size,employee_count,annual_revenue_band,years_in_operation,machine_count,primary_business_model,customer_mix,current_pricing_method,price_review_frequency,pricing_maturity_latent,in_pricing_diagnostic_clean,in_benchmark_clean,true_overlap_flag
NNEP-R0616,Lucky Decorated Goods Collective #1616,owner@luckydecoratedgoodscol.example,emh_db585e9a01,Midwest,2-5 employees,4,$100k-$250k,9,1,Custom embroidery,Mostly consumers,Hourly rate,When costs change,0.8,True,False,False
NNEP-R0617,Silver Wearables Company #1617,quotes@silverwearablescompany.example,emh_773e1b2606,West,26+ employees,46,$500k-$1M,9,12,Custom embroidery,Corporate/commercial,Stitch-count based,Annually,0.99,True,False,False
NNEP-R0618,Bright Teamwear Studio #1618,hello@brightteamwearstudio16.example,emh_fd705454fc,Midwest,Solo owner/operator,1,$100k-$250k,1,1,Mixed services,Contract/B2B,Informal/custom quote,Rarely/never,0.02,True,False,False
NNEP-R0619,Heritage Stitch Co. Shop #1619,office@heritagestitchcoshop16.example,emh_a6237f443c,West,2-5 employees,3,$250k-$500k,12,2,Decorated apparel,Schools/teams,Hybrid/job costing,Annually,0.99,True,True,True
NNEP-R0620,Magnolia Digitizing LLC #1620,contact4@magnoliadigitizingllc1.example,emh_9ef8c29ed3,Midwest,Solo owner/operator,1,$500k-$1M,18,3,Decorated apparel,Small business/local orgs,Stitch-count based,Before every quote,0.7458,True,False,False
NNEP-R0621,North Star Print & Stitch Collective #1621,quotes@northstarprintstitchco.example,emh_10194f0a90,Northeast,Solo owner/operator,1,Under $50k,4,1,Mixed services,Corporate/commercial,Hourly rate,Annually,0.4085,True,False,False
NNEP-R0622,Needle Needleworks LLC #1622,contact6@needleneedleworksllc16.example,emh_2d1915d88d,Midwest,Solo owner/operator,1,$100k-$250k,19,2,Promotional products,Contract/B2B,Stitch-count based,When costs change,0.525,True,True,True
NNEP-R0623,Lakeside Stitch Co. Group #1623,sales@lakesidestitchcogroup1.example,emh_673b53b1a1,South,2-5 employees,5,$100k-$250k,2,2,Decorated apparel,Mostly consumers,Stitch-count based,When costs change,0.6921,True,False,False
NNEP-R0624,Golden Apparel Group #1624,info@goldenapparelgroup1624.example,emh_03a0c35c09,West,2-5 employees,5,$100k-$250k,18,3,Custom embroidery,Small business/local orgs,Hybrid/job costing,Annually,0.9787,True,False,False
NNEP-R0625,Urban Threads Collective #1625,owner@urbanthreadscollective.example,emh_e583e7c8e1,West,2-5 employees,4,$50k-$100k,9,2,Custom embroidery,Small business/local orgs,Hybrid/job costing,Annually,0.9246,True,False,False
NNEP-R0626,Urban Logo Shop Collective #1626,hello3@urbanlogoshopcollectiv.example,emh_827d936d2a,Midwest,2-5 employees,4,$500k-$1M,1,3,Decorated apparel,Mostly consumers,Informal/custom quote,When costs change,0.3961,True,False,False
NNEP-R0627,Maple Studio Shop #1627,contact4@maplestudioshop1627.example,emh_ad00d716bd,Northeast,6-10 employees,10,$1M+,9,15,Decorated apparel,Corporate/commercial,Value-based,Annually,0.7627,False,True,False
NNEP-R0628,Needle Creative Collective #1628,owner@needlecreativecollecti.example,emh_af55c361bb,West,Solo owner/operator,1,$100k-$250k,8,2,Promotional products,Mostly consumers,Cost-plus,Annually,0.4684,True,False,False
NNEP-R0629,Magnolia Embroidery #1629,contact@magnoliaembroidery1629.example,emh_ca4a09df46,South,Solo owner/operator,1,$250k-$500k,7,3,Decorated apparel,Schools/teams,Stitch-count based,When costs change,0.5968,True,False,False
NNEP-R0630,Willow Works Shop #1630,quotes@willowworksshop1630.example,emh_46e87dc089,South,2-5 employees,4,$250k-$500k,27,1,Team/school spiritwear,Small business/local orgs,Value-based,Annually,0.7278,True,True,True
NNEP-R0631,Lucky Decorated Goods Company #1631,sales@luckydecoratedgoodscom.example,emh_6c91550280,South,26+ employees,71,$1M+,20,12,Contract embroidery,Small business/local orgs,Cost-plus,Quarterly,0.99,True,True,True
NNEP-R0632,Maple Creative LLC #1632,sales@maplecreativellc1632.example,emh_ce305a719c,Northeast,2-5 employees,2,$250k-$500k,0,2,Custom embroidery,Mixed,Hybrid/job costing,Before every quote,0.8419,True,False,False
NNEP-R0633,Heritage Threads Shop #1633,owner3@heritagethreadsshop163.example,emh_11966a298a,South,Solo owner/operator,1,Under $50k,9,2,Custom embroidery,Contract/B2B,Stitch-count based,When costs change,0.4731,True,False,False
NNEP-R0634,River Studio Collective #1634,info4@riverstudiocollective1.example,emh_00bb908a73,South,11-25 employees,12,$1M+,14,5,Contract embroidery,Small business/local orgs,Hybrid/job costing,Rarely/never,0.7133,True,False,False
NNEP-R0635,Summit Works Collective #1635,info@summitworkscollective1.example,emh_d8de16aa9f,Midwest,2-5 employees,2,$100k-$250k,6,3,Decorated apparel,Corporate/commercial,Stitch-count based,When costs change,0.4337,True,False,False
NNEP-R0636,Needle Apparel Studio #1636,hello6@needleapparelstudio163.example,emh_f36409ced9,Canada/Other,Solo owner/operator,1,$100k-$250k,0,3,Custom embroidery,Schools/teams,Informal/custom quote,Rarely/never,0.1324,False,True,False
NNEP-R0637,North Star Print & Stitch Collective #1637,contact0@northstarprintstitchco.example,emh_90d30741d8,West,6-10 employees,6,$250k-$500k,11,4,Custom embroidery,Corporate/commercial,Hybrid/job costing,When costs change,0.7709,True,True,True
NNEP-R0638,Summit Digitizing #1638,quotes@summitdigitizing1638.example,emh_7a4877b5f2,Midwest,2-5 employees,4,$1M+,16,1,Custom embroidery,Corporate/commercial,Cost-plus,When costs change,0.7352,True,False,False
NNEP-R0639,Golden Needleworks #1639,hello@goldenneedleworks1639.example,emh_150f9e3faf,South,Solo owner/operator,1,Under $50k,14,1,Decorated apparel,Contract/B2B,Value-based,Annually,0.4783,True,False,False
NNEP-R0640,Urban Wearables Group #1640,office3@urbanwearablesgroup164.example,emh_15761356ef,West,6-10 employees,6,$100k-$250k,22,6,Promotional products,Mixed,Hybrid/job costing,When costs change,0.99,True,False,False
NNEP-R0641,River Studio Shop #1641,hello@riverstudioshop1641.example,emh_216cb470fc,South,Solo owner/operator,1,$500k-$1M,6,2,Decorated apparel,Small business/local orgs,Informal/custom quote,Rarely/never,0.0952,True,False,False
NNEP-R0642,Iron Threads Shop #1642,contact@ironthreadsshop1642.example,emh_b57b6b8d44,South,2-5 employees,4,$100k-$250k,13,1,Promotional products,Small business/local orgs,Informal/custom quote,Quarterly,0.6025,True,False,False
NNEP-R0643,Prairie Branding Group #1643,info@prairiebrandinggroup16.example,emh_db36eef7e2,Northeast,26+ employees,62,$250k-$500k,20,10,Custom embroidery,Corporate/commercial,Hybrid/job costing,Quarterly,0.99,True,False,False
NNEP-R0644,Hoop Teamwear Studio #1644,info0@hoopteamwearstudio1644.example,emh_e559da3e69,Midwest,2-5 employees,2,$100k-$250k,7,3,Contract embroidery,Small business/local orgs,Value-based,When costs change,0.5263,True,False,False
NNEP-R0645,Lakeside Logo Shop Company #1645,quotes@lakesidelogoshopcompan.example,emh_7ca1f23651,Northeast,Solo owner/operator,1,$50k-$100k,15,1,Custom embroidery,Schools/teams,Hybrid/job costing,Before every quote,0.7462,True,True,True
NNEP-R0646,Iron Wearables Studio #1646,quotes@ironwearablesstudio164.example,emh_ed8e44b216,Midwest,6-10 employees,9,$500k-$1M,4,2,Contract embroidery,Mostly consumers,Informal/custom quote,When costs change,0.3395,True,False,False
NNEP-R0647,Needle Studio Collective #1647,office@needlestudiocollective.example,emh_f34300bed9,South,2-5 employees,3,$100k-$250k,12,2,Mixed services,Corporate/commercial,Cost-plus,Before every quote,0.7411,True,False,False
NNEP-R0648,Prairie Threads LLC #1648,office4@prairiethreadsllc1648.example,emh_3c7245f805,Northeast,2-5 employees,5,Under $50k,12,1,Custom embroidery,Contract/B2B,Hybrid/job costing,Quarterly,0.7308,True,True,True
NNEP-R0649,Urban Wearables Collective #1649,info@urbanwearablescollecti.example,emh_4518ab1513,South,2-5 employees,4,$50k-$100k,1,3,Custom embroidery,Mostly consumers,Informal/custom quote,Before every quote,0.5282,True,False,False
NNEP-R0650,Magnolia Needleworks Company #1650,hello6@magnolianeedleworkscom.example,emh_da26051051,West,2-5 employees,2,$50k-$100k,28,1,Mixed services,Mixed,Cost-plus,When costs change,0.6792,True,False,False
NNEP-R0651,Heritage Designs Studio #1651,owner0@heritagedesignsstudio1.example,emh_69bc68e8b1,Midwest,Solo owner/operator,1,$250k-$500k,9,1,Promotional products,Small business/local orgs,Stitch-count based,Quarterly,0.443,False,True,False
NNEP-R0652,Red Barn Apparel Studio #1652,info@redbarnapparelstudio16.example,emh_f15eae3a0d,Northeast,6-10 employees,8,$100k-$250k,6,4,Decorated apparel,Corporate/commercial,Hybrid/job costing,Quarterly,0.99,True,False,False
NNEP-R0653,Pine Customs #1653,hello2@pinecustoms1653.example,emh_74069ba787,South,11-25 employees,14,$1M+,0,6,Custom embroidery,Small business/local orgs,Hourly rate,Rarely/never,0.5816,True,True,True
NNEP-R0654,Needle Logo Shop #1654,hello@needlelogoshop1654.example,emh_3d692ff442,South,26+ employees,51,$1M+,4,20,Mixed services,Small business/local orgs,Value-based,When costs change,0.7625,True,True,True
NNEP-R0655,Golden Wearables Shop #1655,quotes@goldenwearablesshop165.example,emh_d47c1cdaba,South,6-10 employees,6,$100k-$250k,19,5,Promotional products,Corporate/commercial,Cost-plus,Quarterly,0.99,True,False,False
NNEP-R0656,Hoop Teamwear Studio #1656,owner@hoopteamwearstudio1656.example,emh_433fe3bc68,South,2-5 employees,4,$100k-$250k,2,5,Decorated apparel,Schools/teams,Informal/custom quote,Rarely/never,0.1295,True,False,False
NNEP-R0657,Magnolia Logo Shop Shop #1657,owner6@magnolialogoshopshop16.example,emh_2e44b13ee2,West,6-10 employees,7,$500k-$1M,13,6,Decorated apparel,Small business/local orgs,Hybrid/job costing,Annually,0.7167,True,False,False
NNEP-R0658,Stitch Designs Company #1658,quotes@stitchdesignscompany16.example,emh_9e06470c06,Midwest,Solo owner/operator,1,$250k-$500k,24,3,Contract embroidery,Schools/teams,Hybrid/job costing,Rarely/never,0.481,True,True,True
NNEP-R0659,Needle Branding Group #1659,owner@needlebrandinggroup165.example,emh_91fcd6faa6,Northeast,Solo owner/operator,1,$250k-$500k,11,1,Custom embroidery,Contract/B2B,Stitch-count based,Annually,0.6075,True,False,False
NNEP-R0660,Oak Logo Shop Shop #1660,hello@oaklogoshopshop1660.example,emh_d07dec5351,Midwest,2-5 employees,3,$500k-$1M,15,2,Custom embroidery,Mixed,Cost-plus,When costs change,0.797,True,False,False
NNEP-R0661,Urban Print & Stitch LLC #1661,hello3@urbanprintstitchllc166.example,emh_7ac1c9e16c,Midwest,2-5 employees,2,$1M+,11,5,Contract embroidery,Corporate/commercial,Informal/custom quote,Before every quote,0.3079,True,False,False
NNEP-R0662,North Star Monograms Group #1662,office4@northstarmonogramsgrou.example,emh_93174fe56e,South,Solo owner/operator,1,Under $50k,1,1,Decorated apparel,Mixed,Stitch-count based,Rarely/never,0.4222,True,False,False
NNEP-R0663,North Star Monograms Studio #1663,quotes@northstarmonogramsstud.example,emh_db378bace6,Midwest,Solo owner/operator,1,Under $50k,3,2,Team/school spiritwear,Mostly consumers,Stitch-count based,Quarterly,0.4963,True,False,False
NNEP-R0664,Maple Embroidery Group #1664,office@mapleembroiderygroup16.example,emh_ce387dd7af,West,2-5 employees,2,$250k-$500k,8,2,Team/school spiritwear,Mostly consumers,Cost-plus,Rarely/never,0.2557,True,False,False
NNEP-R0665,North Star Teamwear LLC #1665,info0@northstarteamwearllc16.example,emh_57b28410e5,West,Solo owner/operator,1,$100k-$250k,20,1,Decorated apparel,Small business/local orgs,Value-based,Annually,0.7733,True,True,True
NNEP-R0666,Magnolia Customs #1666,sales1@magnoliacustoms1666.example,emh_12bae6a9d4,West,2-5 employees,4,$250k-$500k,20,4,Mixed services,Mixed,Cost-plus,Annually,0.99,True,True,True
NNEP-R0667,Oak Teamwear Collective #1667,hello@oakteamwearcollective1.example,emh_64f992c42f,West,Solo owner/operator,1,$50k-$100k,13,1,Custom embroidery,Small business/local orgs,Informal/custom quote,Rarely/never,0.0296,False,True,False
NNEP-R0668,Red Barn Digitizing Group #1668,owner@redbarndigitizinggroup.example,emh_197819b5aa,West,2-5 employees,3,$1M+,12,2,Mixed services,Mixed,Stitch-count based,Quarterly,0.4267,True,False,False
NNEP-R0669,North Star Stitch Co. Group #1669,owner@northstarstitchcogroup.example,emh_99ae124696,West,26+ employees,49,$250k-$500k,38,20,Decorated apparel,Contract/B2B,Hybrid/job costing,Before every quote,0.99,True,False,False
NNEP-R0670,Lakeside Works #1670,quotes@lakesideworks1670.example,emh_2124cf4b94,Midwest,6-10 employees,6,$500k-$1M,14,6,Decorated apparel,Mixed,Cost-plus,Annually,0.6509,True,True,True
NNEP-R0671,Bobbin Monograms #1671,owner@bobbinmonograms1671.example,emh_f769306cce,Northeast,Solo owner/operator,1,Under $50k,7,1,Promotional products,Mostly consumers,Stitch-count based,Rarely/never,0.02,True,False,False
NNEP-R0672,Golden Monograms Collective #1672,contact@goldenmonogramscollect.example,emh_a0cca0d716,Northeast,6-10 employees,7,$100k-$250k,6,3,Decorated apparel,Mostly consumers,Hybrid/job costing,Rarely/never,0.5944,True,False,False
NNEP-R0673,Prairie Print & Stitch Studio #1673,info1@prairieprintstitchstud.example,emh_ec17bcb0f4,Midwest,2-5 employees,2,$100k-$250k,2,4,Mixed services,Corporate/commercial,Stitch-count based,Annually,0.4465,True,False,False
NNEP-R0674,Sunrise Studio Collective #1674,sales@sunrisestudiocollectiv.example,emh_da854ccca0,West,11-25 employees,13,$500k-$1M,8,15,Custom embroidery,Schools/teams,Stitch-count based,Before every quote,0.8834,True,True,True
NNEP-R0675,Urban Embroidery Shop #1675,owner3@urbanembroideryshop167.example,emh_3e57f8f715,Northeast,Solo owner/operator,1,Under $50k,5,2,Mixed services,Mixed,Hybrid/job costing,When costs change,0.8594,True,False,False
NNEP-R0676,Red Barn Logo Shop LLC #1676,info@redbarnlogoshopllc1676.example,emh_81e07d7bb6,South,2-5 employees,4,$50k-$100k,5,1,Custom embroidery,Mixed,Hybrid/job costing,Annually,0.8634,True,True,True
NNEP-R0677,Prairie Works Studio #1677,hello5@prairieworksstudio1677.example,emh_f9e0b19ab0,West,6-10 employees,8,$500k-$1M,15,5,Custom embroidery,Contract/B2B,Hybrid/job costing,Before every quote,0.99,True,False,False
NNEP-R0678,Iron Embroidery Company #1678,info@ironembroiderycompany1.example,emh_72601d6abe,Northeast,11-25 employees,13,$250k-$500k,15,4,Decorated apparel,Mostly consumers,Stitch-count based,Before every quote,0.5257,True,False,False
NNEP-R0679,Silver Digitizing Studio #1679,owner@silverdigitizingstudio.example,emh_969893e4d2,Northeast,Solo owner/operator,1,Under $50k,20,4,Promotional products,Contract/B2B,Cost-plus,When costs change,0.8602,True,False,False
NNEP-R0680,River Customs LLC #1680,hello@rivercustomsllc1680.example,emh_76136e9a86,Midwest,Solo owner/operator,1,Under $50k,8,3,Team/school spiritwear,Mixed,Competitor-based,Before every quote,0.0685,True,False,False
NNEP-R0681,Pine Wearables Collective #1681,sales@pinewearablescollectiv.example,emh_8e3f114465,South,11-25 employees,14,$500k-$1M,9,20,Custom embroidery,Mixed,Stitch-count based,When costs change,0.8522,True,False,False
NNEP-R0682,Bobbin Branding Collective #1682,info@bobbinbrandingcollecti.example,emh_52af52f59d,West,Solo owner/operator,1,$50k-$100k,9,1,Custom embroidery,Small business/local orgs,Hybrid/job costing,Quarterly,0.8125,True,True,True
NNEP-R0683,Golden Logo Shop Studio #1683,office@goldenlogoshopstudio16.example,emh_474e9d75ba,Northeast,11-25 employees,25,$1M+,12,8,Contract embroidery,Contract/B2B,Stitch-count based,Quarterly,0.5435,True,False,False
NNEP-R0684,Hoop Decorated Goods Collective #1684,owner@hoopdecoratedgoodscoll.example,emh_beff0b96ec,Northeast,2-5 employees,3,$100k-$250k,21,1,Custom embroidery,Corporate/commercial,Value-based,When costs change,0.6322,True,False,False
NNEP-R0685,Lucky Wearables Group #1685,info@luckywearablesgroup168.example,emh_97df2dbf8f,South,2-5 employees,2,$50k-$100k,3,2,Contract embroidery,Contract/B2B,Hybrid/job costing,Rarely/never,0.5149,True,False,False
NNEP-R0686,Blue Ridge Works Company #1686,contact@blueridgeworkscompany1.example,emh_7314bb14ec,South,6-10 employees,7,$100k-$250k,24,5,Promotional products,Small business/local orgs,Stitch-count based,When costs change,0.6649,True,False,False
NNEP-R0687,Bright Wearables Collective #1687,owner@brightwearablescollect.example,emh_2071cbf23b,South,2-5 employees,4,$100k-$250k,2,1,Custom embroidery,Mostly consumers,Hourly rate,Rarely/never,0.2535,True,False,False
NNEP-R0688,River Teamwear Group #1688,info2@riverteamweargroup1688.example,emh_8318aea5df,South,11-25 employees,15,$500k-$1M,10,8,Decorated apparel,Small business/local orgs,Cost-plus,Quarterly,0.99,True,True,True
NNEP-R0689,Maple Branding Company #1689,info@maplebrandingcompany16.example,emh_809388879a,West,Solo owner/operator,1,Under $50k,13,2,Decorated apparel,Mixed,Hybrid/job costing,Quarterly,0.7661,True,True,True
NNEP-R0690,Pine Threads Company #1690,office@pinethreadscompany1690.example,emh_1535c9c026,West,2-5 employees,5,$1M+,16,2,Contract embroidery,Mostly consumers,Hybrid/job costing,Rarely/never,0.3086,True,True,True
NNEP-R0691,Bobbin Threads Group #1691,info@bobbinthreadsgroup1691.example,emh_d5664bfa3d,South,2-5 employees,3,$50k-$100k,0,1,Contract embroidery,Mixed,Cost-plus,When costs change,0.9883,True,False,False
NNEP-R0692,Oak Branding Collective #1692,quotes@oakbrandingcollective1.example,emh_ff3fea5a5f,South,Solo owner/operator,1,Under $50k,0,1,Mixed services,Mostly consumers,Stitch-count based,When costs change,0.4476,True,True,True
NNEP-R0693,Prairie Threads Collective #1693,hello@prairiethreadscollecti.example,emh_7615da2c9d,Midwest,2-5 employees,3,$100k-$250k,9,3,Custom embroidery,Mostly consumers,Stitch-count based,Annually,0.4636,True,False,False
NNEP-R0694,Stitch Print & Stitch Shop #1694,owner@stitchprintstitchshop1.example,emh_081ee15a64,West,Solo owner/operator,1,$50k-$100k,5,1,Custom embroidery,Mixed,Hybrid/job costing,Quarterly,0.6935,True,True,True
NNEP-R0695,Sunrise Apparel Shop #1695,office@sunriseapparelshop1695.example,emh_287aad518e,West,Solo owner/operator,1,$50k-$100k,1,3,Mixed services,Mostly consumers,Informal/custom quote,Annually,0.5257,True,False,False
NNEP-R0696,Crown Works Group #1696,sales@crownworksgroup1696.example,emh_554cd375fb,Midwest,2-5 employees,5,$50k-$100k,0,1,Custom embroidery,Small business/local orgs,Hybrid/job costing,When costs change,0.2667,True,True,True
NNEP-R0697,Bobbin Needleworks Studio #1697,office@bobbinneedleworksstudi.example,emh_c9bc278d40,West,Solo owner/operator,1,Under $50k,10,1,Custom embroidery,Schools/teams,Value-based,Quarterly,0.99,True,False,False
NNEP-R0698,Main Street Designs Group #1698,contact5@mainstreetdesignsgroup.example,emh_a17fdef4d3,South,2-5 employees,5,$250k-$500k,13,4,Custom embroidery,Mixed,Hybrid/job costing,Annually,0.8251,True,False,False
NNEP-R0699,Magnolia Works Collective #1699,office@magnoliaworkscollectiv.example,emh_bb485727be,Northeast,Solo owner/operator,1,$50k-$100k,0,1,Custom embroidery,Small business/local orgs,Stitch-count based,When costs change,0.0781,True,False,False
NNEP-R0700,Thread Designs #1700,info@threaddesigns1700.example,emh_2ae1f2b70c,South,Solo owner/operator,1,Under $50k,0,1,Mixed services,Contract/B2B,Informal/custom quote,When costs change,0.1272,True,False,False
NNEP-R0701,Needle Apparel LLC #1701,sales@needleapparelllc1701.example,emh_7554b39112,Canada/Other,2-5 employees,5,$50k-$100k,30,3,Decorated apparel,Mostly consumers,Stitch-count based,Before every quote,0.9212,True,False,False
NNEP-R0702,Urban Decorated Goods Group #1702,owner@urbandecoratedgoodsgro.example,emh_a81035066d,Midwest,2-5 employees,5,$50k-$100k,7,3,Custom embroidery,Contract/B2B,Stitch-count based,Before every quote,0.764,True,False,False
NNEP-R0703,Bright Designs Group #1703,contact@brightdesignsgroup1703.example,emh_460172d59f,South,6-10 employees,6,$250k-$500k,2,12,Promotional products,Mixed,Stitch-count based,Annually,0.7612,True,True,True
NNEP-R0704,Lucky Print & Stitch LLC #1704,sales@luckyprintstitchllc170.example,emh_41422c0988,West,Solo owner/operator,1,$100k-$250k,5,3,Mixed services,Contract/B2B,Stitch-count based,When costs change,0.7417,True,True,True
NNEP-R0705,Willow Wearables Shop #1705,sales@willowwearablesshop170.example,emh_be03715b72,West,Solo owner/operator,1,$100k-$250k,9,1,Decorated apparel,Mixed,Stitch-count based,Rarely/never,0.301,True,True,True
NNEP-R0706,Oak Decorated Goods #1706,office@oakdecoratedgoods1706.example,emh_e7c6dc96f5,Midwest,2-5 employees,5,$100k-$250k,13,4,Decorated apparel,Contract/B2B,Hybrid/job costing,Annually,0.7465,True,False,False
NNEP-R0707,Main Street Monograms Shop #1707,office@mainstreetmonogramssho.example,emh_7b56ad36cd,South,Solo owner/operator,1,Under $50k,9,2,Promotional products,Small business/local orgs,Competitor-based,Rarely/never,0.0911,True,False,False
NNEP-R0708,Summit Stitch Co. Studio #1708,hello@summitstitchcostudio17.example,emh_bc28786e4a,South,2-5 employees,5,$100k-$250k,22,2,Mixed services,Contract/B2B,Cost-plus,Before every quote,0.9695,True,False,False
NNEP-R0709,Oak Customs Company #1709,sales@oakcustomscompany1709.example,emh_af224d5ece,Midwest,2-5 employees,3,$250k-$500k,23,2,Contract embroidery,Contract/B2B,Hourly rate,When costs change,0.3396,True,False,False
NNEP-R0710,Main Street Designs Company #1710,sales@mainstreetdesignscompa.example,emh_e8de52ba9d,Midwest,Solo owner/operator,1,$100k-$250k,7,1,Decorated apparel,Small business/local orgs,Hourly rate,Annually,0.3472,False,True,False
NNEP-R0711,Golden Needleworks Shop #1711,office@goldenneedleworksshop1.example,emh_8dd7dcbe54,South,2-5 employees,5,Under $50k,0,1,Decorated apparel,Mixed,Hybrid/job costing,Rarely/never,0.639,True,False,False
NNEP-R0712,Thread Creative Collective #1712,contact@threadcreativecollecti.example,emh_fc6d77acd7,Northeast,2-5 employees,5,$1M+,1,3,Decorated apparel,Mostly consumers,Informal/custom quote,Rarely/never,0.2526,True,False,False
NNEP-R0713,Cedar Branding Shop #1713,sales@cedarbrandingshop1713.example,emh_b61cdc0a1a,Midwest,Solo owner/operator,1,$100k-$250k,19,1,Promotional products,Corporate/commercial,Stitch-count based,Quarterly,0.9312,True,False,False
NNEP-R0714,Summit Creative #1714,hello@summitcreative1714.example,emh_b9eb1e9b87,South,2-5 employees,5,$1M+,13,1,Custom embroidery,Corporate/commercial,Competitor-based,Rarely/never,0.1626,False,True,False
NNEP-R0715,Prairie Stitch Co. #1715,quotes1@prairiestitchco1715.example,emh_d9d2a348c4,West,2-5 employees,4,$250k-$500k,12,8,Custom embroidery,Small business/local orgs,Hybrid/job costing,Quarterly,0.9144,True,False,False
NNEP-R0716,Willow Customs Studio #1716,hello@willowcustomsstudio171.example,emh_47b221309f,South,6-10 employees,9,$100k-$250k,23,12,Decorated apparel,Mostly consumers,Hybrid/job costing,Quarterly,0.99,True,False,False
NNEP-R0717,Lakeside Stitch Co. Collective #1717,info3@lakesidestitchcocollec.example,emh_758dbb9c1f,West,26+ employees,56,$500k-$1M,20,20,Mixed services,Contract/B2B,Hybrid/job costing,Annually,0.99,True,False,False
NNEP-R0718,Hoop Branding Collective #1718,info4@hoopbrandingcollective.example,emh_4eb953dfb1,South,2-5 employees,5,Under $50k,0,1,Promotional products,Corporate/commercial,Hourly rate,Before every quote,0.4571,True,False,False
NNEP-R0719,Sunrise Branding Collective #1719,quotes5@sunrisebrandingcollect.example,emh_9fd0800924,Northeast,Solo owner/operator,1,$100k-$250k,21,1,Contract embroidery,Corporate/commercial,Competitor-based,Annually,0.5568,True,False,False
NNEP-R0720,Prairie Wearables LLC #1720,sales@prairiewearablesllc172.example,emh_1a933ade6a,Midwest,Solo owner/operator,1,$250k-$500k,17,3,Custom embroidery,Mostly consumers,Stitch-count based,Annually,0.7103,True,False,False
NNEP-R0721,Golden Stitch Co. Company #1721,info@goldenstitchcocompany1.example,emh_7a036435d9,Midwest,Solo owner/operator,1,$50k-$100k,18,1,Mixed services,Contract/B2B,Informal/custom quote,Rarely/never,0.2013,True,False,False
NNEP-R0722,Iron Print & Stitch Shop #1722,info@ironprintstitchshop172.example,emh_332e106c86,West,Solo owner/operator,1,$1M+,8,1,Mixed services,Small business/local orgs,Hourly rate,Annually,0.7124,True,False,False
NNEP-R0723,Iron Apparel Studio #1723,owner@ironapparelstudio1723.example,emh_6c016de4a1,South,Solo owner/operator,1,Under $50k,5,2,Mixed services,Schools/teams,Competitor-based,Before every quote,0.4886,True,False,False
NNEP-R0724,Bright Digitizing Company #1724,owner@brightdigitizingcompan.example,emh_d21f939b23,Canada/Other,6-10 employees,7,$500k-$1M,24,15,Promotional products,Small business/local orgs,Cost-plus,Before every quote,0.99,True,False,False
NNEP-R0725,Lakeside Studio Studio #1725,office@lakesidestudiostudio17.example,emh_4e4525b75e,Northeast,11-25 employees,25,$250k-$500k,7,12,Decorated apparel,Corporate/commercial,Hourly rate,Annually,0.903,True,False,False
NNEP-R0726,Maple Studio Studio #1726,office@maplestudiostudio1726.example,emh_6f2c862c15,West,Solo owner/operator,1,$100k-$250k,23,2,Custom embroidery,Schools/teams,Stitch-count based,Rarely/never,0.2446,True,False,False
NNEP-R0727,North Star Works Shop #1727,owner6@northstarworksshop1727.example,emh_6eb563f9b7,Northeast,2-5 employees,2,$250k-$500k,8,3,Decorated apparel,Small business/local orgs,Cost-plus,When costs change,0.6893,True,True,True
NNEP-R0728,North Star Works Shop #1728,quotes@northstarworksshop1728.example,emh_dd83d65efd,Midwest,Solo owner/operator,1,$250k-$500k,2,3,Custom embroidery,Schools/teams,Stitch-count based,Rarely/never,0.02,True,False,False
NNEP-R0729,Maple Threads Studio #1729,quotes@maplethreadsstudio1729.example,emh_2ddd6b324a,Midwest,Solo owner/operator,1,$500k-$1M,0,1,Custom embroidery,Small business/local orgs,Competitor-based,When costs change,0.02,True,True,True
NNEP-R0730,Needle Wearables Shop #1730,info@needlewearablesshop173.example,emh_5df691fe97,West,2-5 employees,2,$250k-$500k,22,2,Team/school spiritwear,Corporate/commercial,Value-based,Quarterly,0.99,True,False,False
