diagnostic_response_id,respondent_id,canonical_email,email_hash,source_row_id,submitted_at,business_name_clean,region,business_size,employee_count_band,annual_revenue_band,years_in_operation,years_in_operation_band,machine_count,primary_business_model,customer_mix,current_pricing_method,price_review_frequency,q1_score,q2_score,q3_score,q4_score,q5_score,q6_score,q7_score,q8_score,q9_score,q10_score,production_cost_score,real_labor_score,intended_profit_score,capacity_pressure_score,end_customer_value_score,diagnostic_total_score,pricing_maturity_tier,has_structured_pricing_system,labor_underpriced_flag,profit_target_missing_flag,capacity_pricing_gap_flag
PD-2026-0240,NNEP-R0240,contact@lakesidemonogramscompa.example,emh_0bdaacf10d,R_PD_000224,2026-04-18T10:19:37Z,Lakeside Monograms Company,South,11-25 employees,11-25 employees,$1M+,24,21+,15,Mixed services,Mostly consumers,Hybrid/job costing,When costs change,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0241,NNEP-R0241,owner@mainstreetcustomsgroup.example,emh_3e62802652,R_PD_000225,2026-03-01T17:12:46Z,Main Street Customs Group,West,2-5 employees,2-5 employees,$50k-$100k,13,11-20,3,Promotional products,Mostly consumers,Cost-plus,Annually,1,2,1,1,1,1,1,1,1,1,3,2,2,2,2,11,Partial Pricing System,True,False,False,False
PD-2026-0242,NNEP-R0242,hello4@redbarnteamweargroup.example,emh_2c8456c09b,R_PD_000226,2026-05-22T14:45:31Z,Red Barn Teamwear Group,South,6-10 employees,6-10 employees,$500k-$1M,7,6-10,6,Custom embroidery,Contract/B2B,Hybrid/job costing,Annually,2,2,2,1,2,2,1,2,2,2,4,3,4,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0243,NNEP-R0243,quotes@blueridgestitchco.example,emh_2eea995725,R_PD_000227,2026-05-19T16:10:03Z,Blue Ridge Stitch Co.,Northeast,Solo owner/operator,Solo owner/operator,$50k-$100k,2,2-5,2,Promotional products,Small business/local orgs,Value-based,When costs change,2,1,2,2,1,1,1,1,2,2,3,4,2,2,4,15,Partial Pricing System,True,False,False,False
PD-2026-0244,NNEP-R0244,quotes6@blueridgethreadscompan.example,emh_94ef1ffc60,R_PD_000228,2026-04-20T09:33:29Z,Blue Ridge Threads Company,West,2-5 employees,2-5 employees,$100k-$250k,11,11-20,2,Custom embroidery,Mixed,Competitor-based,Rarely/never,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Pricing Blind Spots,False,True,True,True
PD-2026-0245,NNEP-R0245,hello0@magnoliacustomsshop.example,emh_f3514d7f65,R_PD_000229,2026-05-01T13:50:11Z,Magnolia Customs Shop,Northeast,Solo owner/operator,Solo owner/operator,Under $50k,1,<2,1,Custom embroidery,Schools/teams,Informal/custom quote,Before every quote,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Pricing Blind Spots,False,True,True,True
PD-2026-0246,NNEP-R0246,contact@oakmonogramsshop.example,emh_668a57b610,R_PD_000230,2026-05-22T14:15:41Z,Oak Monograms Shop,West,6-10 employees,6-10 employees,$500k-$1M,13,11-20,5,Decorated apparel,Small business/local orgs,Hybrid/job costing,Annually,2,2,2,2,2,2,1,2,2,1,4,4,4,3,3,18,Strong Pricing System,True,False,False,False
PD-2026-0247,NNEP-R0247,owner@stitchlogoshopshop.example,emh_2643cf5b17,R_PD_000231,2026-05-27T09:47:31Z,Stitch Logo Shop Shop,South,2-5 employees,2-5 employees,Under $50k,5,2-5,2,Decorated apparel,Mixed,Cost-plus,Annually,2,2,1,1,1,1,1,1,1,2,4,2,2,2,3,13,Partial Pricing System,True,False,False,False
PD-2026-0248,NNEP-R0248,sales@mapledigitizingllc.example,emh_d03313f9b5,R_PD_000232,2026-04-20T06:32:20Z,Maple Digitizing LLC,West,Solo owner/operator,Solo owner/operator,$500k-$1M,27,21+,3,Contract embroidery,Schools/teams,Hourly rate,Rarely/never,1,1,1,0,0,1,0,0,0,1,2,1,1,0,1,5,Pricing Blind Spots,False,True,True,True
PD-2026-0249,NNEP-R0249,office@goldenmonogramsgroup.example,emh_31cce7a49d,R_PD_000233,2026-03-09T15:28:42Z,Golden Monograms Group,West,Solo owner/operator,Solo owner/operator,Under $50k,12,11-20,2,Team/school spiritwear,Mixed,Competitor-based,Rarely/never,1,1,1,1,1,0,0,0,1,0,2,2,1,0,1,6,Pricing Blind Spots,False,False,True,True
PD-2026-0250,NNEP-R0250,info5@redbarnworksshop.example,emh_af7aa07841,R_PD_000234,2026-04-26T18:46:09Z,Red Barn Works Shop,Northeast,6-10 employees,6-10 employees,$1M+,16,11-20,3,Custom embroidery,Mostly consumers,Cost-plus,Annually,2,1,1,1,1,1,1,1,0,1,3,2,2,2,1,10,Partial Pricing System,True,False,False,False
PD-2026-0251,NNEP-R0251,hello@prairiedecoratedgoodss.example,emh_58305b24ef,R_PD_000235,2026-04-05T21:23:14Z,Prairie Decorated Goods Shop,Midwest,Solo owner/operator,Solo owner/operator,Under $50k,13,11-20,1,Decorated apparel,Mixed,Value-based,Annually,1,2,2,1,1,2,2,1,1,2,3,3,3,3,3,15,Partial Pricing System,True,False,False,False
PD-2026-0252,NNEP-R0252,info@lakesidecreativellc.example,emh_cbf415516e,R_PD_000236,2026-05-19T01:43:47Z,Lakeside Creative LLC,West,2-5 employees,2-5 employees,$50k-$100k,19,11-20,4,Custom embroidery,Small business/local orgs,Value-based,Annually,2,2,2,2,2,2,2,1,2,2,4,4,4,3,4,19,Strong Pricing System,True,False,False,False
PD-2026-0253,NNEP-R0253,info1@riverworkscollective.example,emh_1ddcb0d947,R_PD_000237,2026-02-26T17:29:18Z,River Works Collective,South,Solo owner/operator,Solo owner/operator,$50k-$100k,4,2-5,1,Mixed services,Contract/B2B,Informal/custom quote,When costs change,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,3,Pricing Blind Spots,False,True,True,True
PD-2026-0254,NNEP-R0254,quotes@sunrisedecoratedgoods.example,emh_f51688c867,R_PD_000238,2026-02-11T03:09:51Z,Sunrise Decorated Goods,South,Solo owner/operator,Solo owner/operator,$500k-$1M,8,6-10,1,Custom embroidery,Small business/local orgs,Informal/custom quote,When costs change,2,1,1,1,1,1,0,1,1,0,3,2,2,1,1,9,Partial Pricing System,False,False,False,True
PD-2026-0255,NNEP-R0255,office@brightcreativecompany.example,emh_14ed5ee3a5,R_PD_000239,2026-05-31T17:14:33Z,Bright Creative Company,Northeast,2-5 employees,2-5 employees,$500k-$1M,11,11-20,3,Custom embroidery,Mixed,Hybrid/job costing,Annually,1,2,1,2,2,1,1,2,2,1,3,3,3,3,3,15,Partial Pricing System,True,False,False,False
PD-2026-0256,NNEP-R0256,owner@urbanmonogramsllc.example,emh_acc5cdf46c,R_PD_000240,2026-03-24T06:40:48Z,Urban Monograms LLC,South,6-10 employees,6-10 employees,$50k-$100k,27,21+,12,Promotional products,Small business/local orgs,Value-based,Annually,2,2,2,2,2,2,1,2,2,2,4,4,4,3,4,19,Strong Pricing System,True,False,False,False
PD-2026-0257,NNEP-R0257,quotes@bobbinteamwearllc.example,emh_2591c3e612,R_PD_000241,2026-03-17T16:13:09Z,Bobbin Teamwear LLC,West,Solo owner/operator,Solo owner/operator,$100k-$250k,13,11-20,2,Team/school spiritwear,Schools/teams,Cost-plus,Annually,1,2,1,2,1,1,1,1,2,1,3,3,2,2,3,13,Partial Pricing System,True,False,False,False
PD-2026-0258,NNEP-R0258,hello@sunrisewearablescompan.example,emh_c7a3c34287,R_PD_000242,2026-03-29T15:11:17Z,Sunrise Wearables Company,Canada/Other,Solo owner/operator,Solo owner/operator,$100k-$250k,1,<2,2,Decorated apparel,Schools/teams,Hybrid/job costing,Quarterly,2,1,1,1,1,1,1,2,1,1,3,2,2,3,2,12,Partial Pricing System,True,False,False,False
PD-2026-0259,NNEP-R0259,info0@stitchstitchcocollecti.example,emh_16f7a690f3,R_PD_000243,2026-05-21T17:40:10Z,Stitch Stitch Co. Collective,South,2-5 employees,2-5 employees,$500k-$1M,11,11-20,1,Custom embroidery,Corporate/commercial,Informal/custom quote,Annually,2,2,2,2,1,1,1,1,1,1,4,4,2,2,2,14,Partial Pricing System,False,False,False,False
PD-2026-0260,NNEP-R0260,info@oakworkscompany.example,emh_cb1b8da6b9,R_PD_000244,2026-05-19T20:33:04Z,Oak Works Company,West,Solo owner/operator,Solo owner/operator,$250k-$500k,5,2-5,3,Custom embroidery,Mixed,Cost-plus,Rarely/never,1,2,1,0,1,1,1,1,1,1,3,1,2,2,2,10,Partial Pricing System,True,True,False,False
PD-2026-0262,NNEP-R0262,office@luckyprintstitchllc.example,emh_c19452d9d5,R_PD_000245,2026-05-03T18:21:14Z,Lucky Print & Stitch LLC,Midwest,11-25 employees,11-25 employees,$50k-$100k,1,<2,8,Contract embroidery,Mixed,Cost-plus,Annually,2,2,1,1,1,1,1,2,2,2,4,2,2,3,4,15,Partial Pricing System,True,False,False,False
PD-2026-0263,NNEP-R0263,owner@hoopdecoratedgoodsllc.example,emh_9ef479a6bc,R_PD_000246,2026-05-09T19:55:48Z,Hoop Decorated Goods LLC,Midwest,2-5 employees,2-5 employees,$500k-$1M,0,<2,10,Mixed services,Mostly consumers,Stitch-count based,When costs change,1,1,2,1,1,1,1,1,1,1,2,3,2,2,2,11,Partial Pricing System,False,False,False,False
PD-2026-0264,NNEP-R0264,hello5@cedarteamweargroup.example,emh_d4d2fc6118,R_PD_000247,2026-04-18T06:30:07Z,Cedar Teamwear Group,South,Solo owner/operator,Solo owner/operator,$500k-$1M,8,6-10,1,Mixed services,Corporate/commercial,Competitor-based,Rarely/never,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,Pricing Blind Spots,False,True,True,True
PD-2026-0265,NNEP-R0265,contact@sunrisethreadsllc.example,emh_f251ecf2be,R_PD_000248,2026-03-18T20:32:41Z,Sunrise Threads LLC,Midwest,26+ employees,26+ employees,$100k-$250k,19,11-20,8,Custom embroidery,Schools/teams,Cost-plus,Annually,2,2,2,2,2,2,2,1,2,1,4,4,4,3,3,18,Strong Pricing System,True,False,False,False
PD-2026-0266,NNEP-R0266,contact@bobbinbrandingllc.example,emh_82d034ab84,R_PD_000249,2026-02-11T04:21:48Z,Bobbin Branding LLC,West,6-10 employees,6-10 employees,$500k-$1M,33,21+,5,Custom embroidery,Small business/local orgs,Hybrid/job costing,Annually,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0267,NNEP-R0267,sales@stitchembroiderygroup.example,emh_f52c04cb56,R_PD_000250,2026-05-02T08:55:27Z,Stitch Embroidery Group,West,26+ employees,26+ employees,$1M+,1,<2,12,Custom embroidery,Small business/local orgs,Cost-plus,Quarterly,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0268,NNEP-R0268,office@prairiedecoratedgoods.example,emh_956f92a0f5,R_PD_000251,2026-04-22T03:15:49Z,Prairie Decorated Goods,South,Solo owner/operator,Solo owner/operator,$100k-$250k,2,2-5,1,Team/school spiritwear,Mostly consumers,Competitor-based,Rarely/never,1,1,0,1,0,1,0,0,1,1,2,1,1,0,2,6,Pricing Blind Spots,False,True,True,True
PD-2026-0270,NNEP-R0270,info4@lakesidedesigns.example,emh_73a2f54010,R_PD_000252,2026-02-15T13:10:53Z,Lakeside Designs,Midwest,2-5 employees,2-5 employees,$1M+,13,11-20,1,Contract embroidery,Contract/B2B,Hourly rate,Rarely/never,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0271,NNEP-R0271,contact@silverbrandingcompany.example,emh_1048b0744b,R_PD_000253,2026-05-26T16:59:39Z,Silver Branding Company,South,Solo owner/operator,Solo owner/operator,$500k-$1M,15,11-20,1,Mixed services,Mixed,Value-based,When costs change,1,1,2,1,1,1,1,2,1,2,2,3,2,3,3,13,Partial Pricing System,True,False,False,False
PD-2026-0272,NNEP-R0272,owner@cedarcustomsshop.example,emh_ba6dc41e28,R_PD_000254,2026-02-04T06:36:04Z,Cedar Customs Shop,South,Solo owner/operator,Solo owner/operator,Under $50k,13,11-20,1,Mixed services,Mixed,Hourly rate,Annually,2,1,1,2,2,1,1,1,2,1,3,3,3,2,3,14,Partial Pricing System,False,False,False,False
PD-2026-0273,NNEP-R0273,office@mainstreetstitchcocoll.example,emh_2b3b85d0aa,R_PD_000255,2026-05-17T03:02:49Z,Main Street Stitch Co. Collective,South,26+ employees,26+ employees,$100k-$250k,23,21+,24,Custom embroidery,Corporate/commercial,Cost-plus,When costs change,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,20,Strong Pricing System,True,False,False,False
PD-2026-0274,NNEP-R0274,sales@willowworkscompany.example,emh_79d4255e76,R_PD_000256,2026-02-19T17:45:50Z,Willow Works Company,West,2-5 employees,2-5 employees,$250k-$500k,6,6-10,4,Contract embroidery,Mostly consumers,Stitch-count based,Rarely/never,1,1,1,0,0,0,1,0,0,1,2,1,0,1,1,5,Pricing Blind Spots,False,True,True,True
PD-2026-0275,NNEP-R0275,info@riverdesignscompany.example,emh_4cdfc5de97,R_PD_000257,2026-04-14T05:58:43Z,River Designs Company,South,Solo owner/operator,Solo owner/operator,Under $50k,16,11-20,5,Mixed services,Contract/B2B,Hybrid/job costing,When costs change,1,2,2,2,1,1,1,1,2,2,3,4,2,2,4,15,Partial Pricing System,True,False,False,False
PD-2026-0276,NNEP-R0276,quotes@pinewearablescompany.example,emh_a7385fae63,R_PD_000258,2026-05-03T01:39:22Z,Pine Wearables Company,South,Solo owner/operator,Solo owner/operator,$100k-$250k,25,21+,2,Custom embroidery,Mostly consumers,Cost-plus,Quarterly,2,2,2,2,1,2,2,2,1,2,4,4,3,4,3,18,Strong Pricing System,True,False,False,False
PD-2026-0277,NNEP-R0277,sales4@stitchdigitizingstudio.example,emh_e76e8f3042,R_PD_000259,2026-02-24T18:04:23Z,Stitch Digitizing Studio,West,2-5 employees,2-5 employees,$50k-$100k,3,2-5,6,Decorated apparel,Corporate/commercial,Cost-plus,Rarely/never,1,1,0,1,0,0,0,1,1,1,2,1,0,1,2,6,Pricing Blind Spots,True,True,True,True
PD-2026-0278,NNEP-R0278,contact@mapleneedleworkscompan.example,emh_4c670d5dd1,R_PD_000260,2026-02-02T21:36:30Z,Maple Needleworks Company,Northeast,6-10 employees,6-10 employees,$250k-$500k,2,2-5,5,Mixed services,Mostly consumers,Hourly rate,Rarely/never,1,1,1,1,0,0,0,0,1,0,2,2,0,0,1,5,Pricing Blind Spots,False,False,True,True
PD-2026-0279,NNEP-R0279,quotes6@luckydigitizingstudio.example,emh_765786ef1d,R_PD_000261,2026-02-13T19:17:45Z,Lucky Digitizing Studio,South,6-10 employees,6-10 employees,$1M+,18,11-20,2,Decorated apparel,Mostly consumers,Stitch-count based,Annually,2,2,1,1,2,2,1,1,2,1,4,2,4,2,3,15,Partial Pricing System,False,False,False,False
PD-2026-0280,NNEP-R0280,contact0@silverdigitizingstudio.example,emh_c5a8f9fe96,R_PD_000262,2026-04-14T16:46:09Z,Silver Digitizing Studio,South,Solo owner/operator,Solo owner/operator,$50k-$100k,27,21+,1,Contract embroidery,Corporate/commercial,Stitch-count based,When costs change,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,3,Pricing Blind Spots,False,True,True,True
PD-2026-0281,NNEP-R0281,quotes@urbanworkscollective.example,emh_86a7e5950c,R_PD_000263,2026-03-28T07:50:06Z,Urban Works Collective,South,Solo owner/operator,Solo owner/operator,Under $50k,7,6-10,2,Promotional products,Corporate/commercial,Informal/custom quote,When costs change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pricing Blind Spots,False,True,True,True
PD-2026-0282,NNEP-R0282,hello@urbancreativellc.example,emh_1f2348c415,R_PD_000264,2026-04-15T07:13:57Z,Urban Creative LLC,Northeast,Solo owner/operator,Solo owner/operator,$50k-$100k,0,<2,1,Contract embroidery,Mixed,Competitor-based,When costs change,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0283,NNEP-R0283,contact@summitteamwear.example,emh_1ee6d18b62,R_PD_000265,2026-06-03T06:27:32Z,Summit Teamwear,Northeast,Solo owner/operator,Solo owner/operator,$50k-$100k,4,2-5,2,Mixed services,Corporate/commercial,Informal/custom quote,Annually,1,1,1,1,1,1,0,1,0,1,2,2,2,1,1,8,Partial Pricing System,False,False,False,True
PD-2026-0284,NNEP-R0284,owner@lakesidebrandingshop.example,emh_326cecf72f,R_PD_000266,2026-04-29T03:34:39Z,Lakeside Branding Shop,South,2-5 employees,2-5 employees,$100k-$250k,6,6-10,1,Custom embroidery,Mostly consumers,Stitch-count based,Before every quote,1,1,1,1,0,1,1,1,1,1,2,2,1,2,2,9,Partial Pricing System,False,False,True,False
PD-2026-0285,NNEP-R0285,sales@stitchneedleworksshop.example,emh_da24b327f0,R_PD_000267,2026-04-10T09:39:30Z,Stitch Needleworks Shop,South,Solo owner/operator,Solo owner/operator,$50k-$100k,2,2-5,1,Decorated apparel,Mixed,Informal/custom quote,Annually,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,Pricing Blind Spots,False,True,True,True
PD-2026-0286,NNEP-R0286,quotes6@prairielogoshopllc.example,emh_52eb622dba,R_PD_000268,2026-04-22T13:29:40Z,Prairie Logo Shop LLC,Northeast,2-5 employees,2-5 employees,$100k-$250k,12,11-20,4,Custom embroidery,Small business/local orgs,Informal/custom quote,When costs change,2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,11,Partial Pricing System,False,False,False,False
PD-2026-0287,NNEP-R0287,sales@bobbindecoratedgoodssh.example,emh_e41b6f2d83,R_PD_000269,2026-02-05T16:10:50Z,Bobbin Decorated Goods Shop,Midwest,Solo owner/operator,Solo owner/operator,$500k-$1M,0,<2,5,Contract embroidery,Small business/local orgs,Informal/custom quote,Rarely/never,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0288,NNEP-R0288,office1@mapleteamwearcollectiv.example,emh_a50198516c,R_PD_000270,2026-06-03T16:29:42Z,Maple Teamwear Collective,West,2-5 employees,2-5 employees,$100k-$250k,12,11-20,6,Mixed services,Mixed,Informal/custom quote,When costs change,2,1,1,2,1,1,1,1,1,1,3,3,2,2,2,12,Partial Pricing System,False,False,False,False
PD-2026-0289,NNEP-R0289,sales@mainstreetneedleworksg.example,emh_7ef71823c2,R_PD_000271,2026-02-01T12:45:28Z,Main Street Needleworks Group,West,Solo owner/operator,Solo owner/operator,Under $50k,0,<2,1,Custom embroidery,Small business/local orgs,Informal/custom quote,Annually,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Pricing Blind Spots,False,True,True,True
PD-2026-0290,NNEP-R0290,quotes@goldenworkscollective.example,emh_a30fe7c7c7,R_PD_000272,2026-02-19T06:36:55Z,Golden Works Collective,Canada/Other,26+ employees,26+ employees,$500k-$1M,2,2-5,12,Contract embroidery,Mostly consumers,Hybrid/job costing,When costs change,1,2,1,2,1,1,1,1,1,1,3,3,2,2,2,12,Partial Pricing System,True,False,False,False
PD-2026-0291,NNEP-R0291,owner@bobbinteamwear.example,emh_3d31768df8,R_PD_000273,2026-04-04T05:39:48Z,Bobbin Teamwear,West,Solo owner/operator,Solo owner/operator,$50k-$100k,10,6-10,1,Mixed services,Mostly consumers,Cost-plus,When costs change,1,1,2,2,2,1,1,1,1,1,2,4,3,2,2,13,Partial Pricing System,True,False,False,False
PD-2026-0292,NNEP-R0292,sales@ironthreadscompany.example,emh_4fd7460cd1,R_PD_000274,2026-03-19T06:39:11Z,Iron Threads Company,Midwest,11-25 employees,11-25 employees,$100k-$250k,2,2-5,8,Mixed services,Mixed,Value-based,Annually,2,2,2,2,1,1,2,2,2,2,4,4,2,4,4,18,Strong Pricing System,True,False,False,False
PD-2026-0293,NNEP-R0293,owner@oakstudioshop.example,emh_ad0644c470,R_PD_000275,2026-05-10T03:15:20Z,Oak Studio Shop,South,6-10 employees,6-10 employees,$500k-$1M,15,11-20,8,Contract embroidery,Contract/B2B,Hybrid/job costing,Before every quote,2,2,2,2,1,2,1,1,1,1,4,4,3,2,2,15,Partial Pricing System,True,False,False,False
PD-2026-0294,NNEP-R0294,info@needledesignsshop.example,emh_763c38789a,R_PD_000276,2026-02-12T10:12:29Z,Needle Designs Shop,Midwest,Solo owner/operator,Solo owner/operator,$250k-$500k,7,6-10,3,Promotional products,Schools/teams,Stitch-count based,When costs change,1,1,0,1,0,1,0,0,1,0,2,1,1,0,1,5,Pricing Blind Spots,False,True,True,True
PD-2026-0295,NNEP-R0295,office@blueridgethreadsllc.example,emh_00b87c65f0,R_PD_000277,2026-05-03T08:14:27Z,Blue Ridge Threads LLC,Midwest,Solo owner/operator,Solo owner/operator,Under $50k,9,6-10,3,Mixed services,Mostly consumers,Hybrid/job costing,Quarterly,1,1,2,2,2,1,1,1,2,1,2,4,3,2,3,14,Partial Pricing System,True,False,False,False
PD-2026-0296,NNEP-R0296,quotes@stitchcustomscompany.example,emh_578838a56e,R_PD_000278,2026-05-20T11:14:54Z,Stitch Customs Company,Northeast,2-5 employees,2-5 employees,$250k-$500k,12,11-20,3,Custom embroidery,Mixed,Hourly rate,Before every quote,2,1,2,1,1,1,1,1,1,2,3,3,2,2,3,13,Partial Pricing System,False,False,False,False
PD-2026-0297,NNEP-R0297,contact3@brightdesignscollectiv.example,emh_29cb97f8bf,R_PD_000279,2026-06-06T23:13:49Z,Bright Designs Collective,West,2-5 employees,2-5 employees,$1M+,12,11-20,2,Contract embroidery,Schools/teams,Informal/custom quote,Before every quote,1,2,1,0,1,0,1,1,0,1,3,1,1,2,1,8,Partial Pricing System,False,True,True,False
PD-2026-0298,NNEP-R0298,info@silverembroiderycompan.example,emh_80efbfdb89,R_PD_000280,2026-04-10T13:27:20Z,Silver Embroidery Company,South,2-5 employees,2-5 employees,$250k-$500k,24,21+,1,Decorated apparel,Mostly consumers,Competitor-based,Before every quote,2,2,2,2,2,1,1,1,2,2,4,4,3,2,4,17,Strong Pricing System,True,False,False,False
PD-2026-0299,NNEP-R0299,owner@urbanstitchcogroup.example,emh_ed29bb8125,R_PD_000281,2026-04-13T15:35:10Z,Urban Stitch Co. Group,Midwest,11-25 employees,11-25 employees,$1M+,23,21+,10,Contract embroidery,Corporate/commercial,Cost-plus,When costs change,2,2,2,2,2,2,2,1,2,2,4,4,4,3,4,19,Strong Pricing System,True,False,False,False
PD-2026-0300,NNEP-R0300,info@stitchcreative.example,emh_d3c594bd05,R_PD_000282,2026-03-21T06:44:44Z,Stitch Creative,West,2-5 employees,2-5 employees,$250k-$500k,1,<2,6,Contract embroidery,Corporate/commercial,Hybrid/job costing,Annually,2,2,2,2,2,1,2,1,2,1,4,4,3,3,3,17,Strong Pricing System,True,False,False,False
PD-2026-0301,NNEP-R0301,sales@pinecreative.example,emh_0f827e3673,R_PD_000283,2026-02-02T22:00:43Z,Pine Creative,South,2-5 employees,2-5 employees,$250k-$500k,0,<2,6,Promotional products,Small business/local orgs,Value-based,Before every quote,1,2,2,2,2,1,1,1,2,1,3,4,3,2,3,15,Partial Pricing System,True,False,False,False
PD-2026-0302,NNEP-R0302,quotes@brightprintstitchcolle.example,emh_b48834b731,R_PD_000284,2026-04-17T05:36:29Z,Bright Print & Stitch Collective,South,6-10 employees,6-10 employees,$500k-$1M,4,2-5,8,Contract embroidery,Corporate/commercial,Competitor-based,Annually,1,2,2,1,1,1,1,1,1,1,3,3,2,2,2,12,Partial Pricing System,False,False,False,False
PD-2026-0303,NNEP-R0303,sales2@cedarlogoshopcompany.example,emh_07193c09dc,R_PD_000285,2026-03-18T08:34:07Z,Cedar Logo Shop Company,Northeast,11-25 employees,11-25 employees,$1M+,19,11-20,12,Custom embroidery,Mixed,Hybrid/job costing,When costs change,2,1,2,2,2,1,2,2,2,2,3,4,3,4,4,18,Strong Pricing System,True,False,False,False
PD-2026-0304,NNEP-R0304,sales@cedarstudiogroup.example,emh_d0593cd91e,R_PD_000286,2026-05-06T03:31:41Z,Cedar Studio Group,West,2-5 employees,2-5 employees,$250k-$500k,28,21+,1,Custom embroidery,Mixed,Hourly rate,Annually,2,2,2,1,2,2,2,1,2,2,4,3,4,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0308,NNEP-R0308,info0@bobbinbrandingshop.example,emh_87be842130,R_PD_000287,2026-03-26T04:42:25Z,Bobbin Branding Shop,South,2-5 employees,2-5 employees,$250k-$500k,11,11-20,3,Custom embroidery,Small business/local orgs,Hourly rate,Before every quote,2,2,1,2,2,2,2,1,2,2,4,3,4,3,4,18,Strong Pricing System,True,False,False,False
PD-2026-0309,NNEP-R0309,office1@willowneedleworkscompa.example,emh_6b8faa30e8,R_PD_000288,2026-03-18T02:34:07Z,Willow Needleworks Company,South,Solo owner/operator,Solo owner/operator,$50k-$100k,19,11-20,2,Team/school spiritwear,Mixed,Hybrid/job costing,Annually,1,2,2,2,1,1,1,2,1,2,3,4,2,3,3,15,Partial Pricing System,True,False,False,False
